question,question_slug,cue,correct_response,proposition_id,feat_type,qid,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree,prop_visual
Does it waddle?,does-it-waddle,lion,no,lion:nonvisual:no:3,nonvisual,3,no,4,-2,0,-2,-2,1.75,1.5,0,3,-1.5,0.577350269,-2,-1,0.75,0.957427108,0,2,0.502530556,-0.412597924,-0.074425384,no,1,0.461538462
Does it have a tail?,does-it-have-a-tail,mouse,yes,mouse:visual:yes:1,visual,1,yes,5,1.6,0.547722558,1,2,1.6,0.547722558,1,2,-1.8,0.447213595,-2,-1,0.2,0.447213595,0,1,0.269171898,-1.253774005,-0.75050446,yes,1,0.470588235
Is it grey?,is-it-grey,mouse,yes,mouse:visual:yes:2,visual,2,yes,8,0.5,0.534522484,0,1,2,1.414213562,0,4,-1.375,0.744023809,-2,0,1.75,1.38873015,0,4,0.891461652,1.116813131,0.207274231,yes,1,0.470588235
Does it have whiskers?,does-it-have-whiskers,mouse,yes,mouse:visual:yes:4,visual,4,yes,3,0.666666667,2.309401077,-2,2,1.333333333,1.154700538,0,2,-2,0,-2,-2,0.333333333,0.577350269,0,1,-0.145687938,-1.049852531,-1.201223845,NA,NA,0.470588235
Does it have a white tail?,does-it-have-a-white-tail,mouse,yes,mouse:visual:yes:5,visual,4,no,6,0.166666667,0.752772653,-1,1,2,1.549193338,0,4,-1.5,0.836660027,-2,0,1,1.549193338,0,3,0.891461652,-0.030245161,-0.074425384,NA,NA,0.470588235
Does it have fur?,does-it-have-fur,mouse,yes,mouse:visual:yes:3,visual,3,yes,7,1.428571429,1.133893419,-1,2,2.571428571,1.133893419,1,4,-1.571428571,1.133893419,-2,1,2.142857143,1.463850109,0,4,1.780447015,1.717653188,-0.235396592,yes,1,0.470588235
Is it an animal?,is-it-an-animal,mouse,yes,mouse:nonvisual:yes:2,nonvisual,2,yes,6,1.166666667,0.98319208,0,2,0.833333333,0.98319208,0,2,-1,1.264911064,-2,1,0.666666667,0.816496581,0,2,-0.923550131,-0.540048846,1.052373077,yes,1,0.470588235
Is it used in experiments?,is-it-used-in-experiments,mouse,yes,mouse:nonvisual:yes:4,nonvisual,4,yes,3,1.666666667,0.577350269,1,2,0.666666667,0.577350269,0,1,-1.333333333,0.577350269,-2,-1,2.666666667,0.577350269,2,3,-1.182837529,2.518773265,0.301174103,yes,1,0.470588235
Does it eat?,does-it-eat,mouse,yes,mouse:nonvisual:yes:3,nonvisual,3,yes,6,1.5,0.836660027,0,2,1.333333333,1.505545305,0,4,-1.666666667,0.516397779,-2,-1,0.833333333,1.329160136,0,3,-0.145687938,-0.285147003,-0.450024871,yes,1,0.470588235
Is it a rodent?,is-it-a-rodent,mouse,yes,mouse:nonvisual:yes:1,nonvisual,1,yes,7,1.428571429,1.133893419,-1,2,1.142857143,1.214985793,0,3,-1.857142857,0.377964473,-2,-1,1.142857143,0.899735411,0,2,-0.442016393,0.188242133,-0.879281427,yes,1,0.470588235
Does it eat cheese?,does-it-eat-cheese,mouse,yes,mouse:nonvisual:yes:5,nonvisual,5,yes,4,1.75,0.5,1,2,0.75,0.957427108,0,2,-1.25,0.5,-2,-1,1.75,1.5,0,3,-1.05319383,1.116813131,0.488973847,yes,1,0.470588235
Does it have gears?,does-it-have-gears,mouse,no,mouse:visual:no:1,visual,1,no,6,-2,0,-2,-2,1,1.549193338,0,4,-2,0,-2,-2,0.333333333,0.516397779,0,1,-0.664262734,-1.049852531,-1.201223845,no,1,0.470588235
Is it large?,is-it-large,mouse,no,mouse:visual:no:2,visual,2,no,8,-1.625,0.744023809,-2,0,0.75,1.035098339,0,2,-1.75,0.46291005,-2,-1,1.25,1.035098339,0,3,-1.05319383,0.352107603,-0.637824614,no,1,0.470588235
Does it have stripes?,does-it-have-stripes,mouse,no,mouse:visual:no:3,visual,3,no,5,-1.4,0.894427191,-2,0,2,1.58113883,0,4,-1,1,-2,0,1.4,1.673320053,0,4,0.891461652,0.581519262,1.052373077,no,1,0.470588235
Is it a fruit?,is-it-a-fruit,mouse,no,mouse:nonvisual:no:1,nonvisual,1,no,4,-2,0,-2,-2,1,0.816496581,0,2,-2,0,-2,-2,0.25,0.5,0,1,-0.664262734,-1.177303452,-1.201223845,no,1,0.470588235
Does it live in zoos?,does-it-live-in-zoos,mouse,no,mouse:nonvisual:no:3,nonvisual,3,no,10,-0.6,1.0749677,-2,1,1.5,0.849836586,0,3,-1.1,0.737864787,-2,0,1.3,0.948683298,0,3,0.113599459,0.428578156,0.827013385,no,1,0.470588235
Is it used for transportation?,is-it-used-for-transportation,mouse,no,mouse:nonvisual:no:2,nonvisual,2,no,4,-1.75,0.5,-2,-1,1.5,1.914854216,0,4,-1.5,1,-2,0,1,2,0,4,0.113599459,-0.030245161,-0.074425384,no,1,0.470588235
Does it live on water?,does-it-live-on-water,mouse,no,mouse:nonvisual:no:4,nonvisual,4,no,9,-1.888888889,0.333333333,-2,-1,1.666666667,1.58113883,0,4,-1.444444444,1.013793755,-2,1,1.777777778,1.56347192,0,4,0.372886857,1.159296771,0.050774445,no,1,0.470588235
Is it black?,is-it-black,penguin,yes,penguin:visual:yes:1,visual,1,yes,5,0.8,0.836660027,0,2,2,1.58113883,0,4,-1,1,-2,0,1.2,0.836660027,0,2,0.891461652,0.27563705,1.052373077,yes,1,0.5
Does it have a beak?,does-it-have-a-beak,penguin,yes,penguin:visual:yes:2,visual,2,yes,5,1.6,0.547722558,1,2,2,1.414213562,0,3,-1.2,0.836660027,-2,0,0.6,0.547722558,0,1,0.891461652,-0.642009583,0.601653693,yes,1,0.5
Does it have feet?,does-it-have-feet,penguin,yes,penguin:visual:yes:3,visual,3,yes,4,1.75,0.5,1,2,2.25,1.5,1,4,-1.75,0.5,-2,-1,1.75,2.061552813,0,4,1.280392749,1.116813131,-0.637824614,yes,1,0.5
Does it have wings?,does-it-have-wings,penguin,yes,penguin:visual:yes:4,visual,4,yes,4,1.75,0.5,1,2,2.5,1.290994449,1,4,-1.25,0.957427108,-2,0,1.75,1.707825128,0,4,1.669323845,1.116813131,0.488973847,yes,1,0.5
Is it a bird?,is-it-a-bird,penguin,yes,penguin:nonvisual:yes:1,nonvisual,1,yes,4,2,0,2,2,1.5,1.732050808,0,3,-1.5,0.577350269,-2,-1,2,0.816496581,1,3,0.113599459,1.499165895,-0.074425384,yes,1,0.5
Does it lay eggs?,does-it-lay-eggs,penguin,yes,penguin:nonvisual:yes:4,nonvisual,4,yes,5,1.4,0.894427191,0,2,1.4,0.894427191,0,2,-1,0.707106781,-2,0,1.8,1.095445115,0,3,-0.041972979,1.193283684,1.052373077,yes,1,0.5
Does it waddle?,does-it-waddle,penguin,yes,penguin:nonvisual:yes:5,nonvisual,5,yes,4,1.5,0.577350269,1,2,1.75,1.707825128,0,4,-1.5,0.577350269,-2,-1,0,0,0,0,0.502530556,-1.559656216,-0.074425384,yes,1,0.5
Is it unable to fly?,is-it-unable-to-fly,penguin,yes,penguin:nonvisual:yes:2,nonvisual,2,yes,6,1.5,0.547722558,1,2,1.833333333,1.722401424,0,4,-1.5,0.547722558,-2,-1,2.333333333,1.366260102,1,4,0.632174254,2.00896958,-0.074425384,yes,1,0.5
Does it live in the Arctic?,does-it-live-in-the-arctic,penguin,yes,penguin:nonvisual:yes:3,nonvisual,3,yes,7,0.285714286,1.603567451,-2,2,1.571428571,1.511857892,0,4,-0.714285714,0.951189731,-2,0,2.285714286,1.496026483,0,4,0.22472263,1.936140482,1.696257912,NA,NA,0.5
Is it long?,is-it-long,penguin,no,penguin:visual:no:4,visual,4,no,2,-1,1.414213562,-2,0,1,1.414213562,0,2,-1.5,0.707106781,-2,-1,1.5,0.707106781,1,2,-0.664262734,0.734460367,-0.074425384,NA,NA,0.5
Does it have a tail?,does-it-have-a-tail,penguin,no,penguin:visual:no:2,visual,2,no,6,-0.166666667,1.329160136,-2,2,2.5,1.378404875,0,4,-0.333333333,1.366260102,-2,1,2,1.414213562,0,4,1.669323845,1.499165895,2.554771025,NA,NA,0.5
Is it red?,is-it-red,penguin,no,penguin:visual:no:1,visual,1,no,7,-2,0,-2,-2,1.285714286,1.112697281,0,3,-1.857142857,0.377964473,-2,-1,0.571428571,0.786795792,0,2,-0.219770052,-0.685707041,-0.879281427,no,1,0.5
Does it have four legs?,does-it-have-four-legs,penguin,no,penguin:visual:no:3,visual,3,no,5,-1.4,1.341640786,-2,1,2.2,1.643167673,0,4,-1.2,0.836660027,-2,0,1.4,0.547722558,1,2,1.202606529,0.581519262,0.601653693,no,1,0.5
Is it breakable?,is-it-breakable,penguin,no,penguin:nonvisual:no:2,nonvisual,2,no,5,-1,1.224744871,-2,1,1.4,1.140175425,0,3,-1.6,0.894427191,-2,0,0.6,0.894427191,0,2,-0.041972979,-0.642009583,-0.299785076,no,1,0.5
Does it eat grain?,does-it-eat-grain,penguin,no,penguin:nonvisual:no:5,nonvisual,5,no,5,-1.8,0.447213595,-2,-1,0.6,0.547722558,0,1,-1.4,0.547722558,-2,-1,2,1.414213562,0,4,-1.286552488,1.499165895,0.150934308,no,1,0.5
Is it an herbivore?,is-it-an-herbivore,penguin,no,penguin:nonvisual:no:3,nonvisual,3,no,6,-0.5,1.760681686,-2,2,2.666666667,1.032795559,1,4,-0.166666667,1.329160136,-2,1,2.333333333,1.632993162,0,4,1.928611243,2.00896958,2.930370512,NA,NA,0.5
Is it like a horse?,is-it-like-a-horse,penguin,no,penguin:nonvisual:no:1,nonvisual,1,no,4,-2,0,-2,-2,1.75,1.5,1,4,-2,0,-2,-2,0.75,0.957427108,0,2,0.502530556,-0.412597924,-1.201223845,no,1,0.5
Does it like mud?,does-it-like-mud,penguin,no,penguin:nonvisual:no:4,nonvisual,4,no,6,-1.333333333,0.516397779,-2,-1,2.166666667,1.169045194,1,4,-1,1.095445115,-2,1,1.166666667,0.752772653,0,2,1.15074905,0.224656682,1.052373077,no,1,0.5
Does it have a tail?,does-it-have-a-tail,pig,yes,pig:visual:yes:2,visual,2,yes,6,1.666666667,0.816496581,0,2,2.666666667,1.211060142,1,4,-1.166666667,1.169045194,-2,1,0.333333333,0.516397779,0,1,1.928611243,-1.049852531,0.67677359,yes,1,0.578947368
Does it have legs?,does-it-have-legs,pig,yes,pig:visual:yes:4,visual,4,yes,4,1.75,0.5,1,2,1.25,0.5,1,2,-1.75,0.5,-2,-1,2,1.825741858,0,4,-0.275331637,1.499165895,-0.637824614,yes,1,0.578947368
Does it have a snout?,does-it-have-a-snout,pig,yes,pig:visual:yes:3,visual,3,yes,4,2,0,2,2,2.75,0.957427108,2,4,-1.75,0.5,-2,-1,1.25,0.5,1,2,2.058254941,0.352107603,-0.637824614,yes,1,0.578947368
Is it pink?,is-it-pink,pig,yes,pig:visual:yes:1,visual,1,yes,7,0.857142857,0.899735411,0,2,1.714285714,0.951189731,0,3,-1.285714286,0.951189731,-2,0,0.571428571,1.133893419,0,3,0.44696897,-0.685707041,0.408488242,yes,1,0.578947368
Is it muddy?,is-it-muddy,pig,yes,pig:visual:yes:5,visual,5,yes,6,0.5,0.547722558,0,1,1.5,1.048808848,0,3,-1.166666667,1.169045194,-2,1,1.333333333,1.211060142,0,3,0.113599459,0.479558525,0.67677359,yes,1,0.578947368
Is it an animal?,is-it-an-animal,pig,yes,pig:nonvisual:yes:1,nonvisual,1,yes,8,2,0,2,2,1,0.9258201,0,2,-1.75,0.46291005,-2,-1,0.375,0.744023809,0,2,-0.664262734,-0.98612707,-0.637824614,yes,1,0.578947368
Is it smelly?,is-it-smelly,pig,yes,pig:nonvisual:yes:4,nonvisual,4,yes,6,0.666666667,0.516397779,0,1,1,0.894427191,0,2,-1.833333333,0.40824829,-2,-1,0.333333333,0.516397779,0,1,-0.664262734,-1.049852531,-0.825624358,yes,1,0.578947368
Is it eaten as bacon?,is-it-eaten-as-bacon,pig,yes,pig:nonvisual:yes:3,nonvisual,3,yes,5,1.2,1.788854382,-2,2,1.2,1.643167673,0,3,-2,0,-2,-2,2.2,1.483239697,0,4,-0.353117857,1.805048106,-1.201223845,yes,1,0.578947368
Does it live on farms?,does-it-live-on-farms,pig,yes,pig:nonvisual:yes:2,nonvisual,2,yes,6,1.5,0.547722558,1,2,1.166666667,0.98319208,0,3,-1.666666667,0.516397779,-2,-1,0.833333333,0.752772653,0,2,-0.404975336,-0.285147003,-0.450024871,yes,1,0.578947368
Does it like mud?,does-it-like-mud,pig,yes,pig:nonvisual:yes:5,nonvisual,5,yes,3,2,0,2,2,2.666666667,2.309401077,0,4,-1.666666667,0.577350269,-2,-1,1.666666667,2.081665999,0,4,1.928611243,0.98936221,-0.450024871,yes,1,0.578947368
Does it have feathers?,does-it-have-feathers,pig,no,pig:visual:no:4,visual,4,no,4,-2,0,-2,-2,0.5,1,0,2,-2,0,-2,-2,1.25,1.892969449,0,4,-1.442124927,0.352107603,-1.201223845,no,1,0.578947368
Is it made of glass?,is-it-made-of-glass,pig,no,pig:visual:no:1,visual,1,no,4,-1.25,0.957427108,-2,0,1.25,1.258305739,0,3,-1.25,0.957427108,-2,0,0.5,0.577350269,0,1,-0.275331637,-0.794950688,0.488973847,no,1,0.578947368
Does it have whiskers?,does-it-have-whiskers,pig,no,pig:visual:no:3,visual,3,no,4,-1,1.154700538,-2,0,2.75,1.892969449,0,4,-1.5,1,-2,0,1.5,1.732050808,0,4,2.058254941,0.734460367,-0.074425384,no,1,0.578947368
Does it have wings?,does-it-have-wings,pig,no,pig:visual:no:2,visual,2,no,6,-2,0,-2,-2,1.5,1.516575089,0,4,-2,0,-2,-2,0.5,0.836660027,0,2,0.113599459,-0.794950688,-1.201223845,no,1,0.578947368
Does it have fur?,does-it-have-fur,pig,no,pig:visual:no:5,visual,5,no,4,-0.25,2.061552813,-2,2,1.75,1.707825128,0,4,-1.5,1,-2,0,1.25,1.892969449,0,4,0.502530556,0.352107603,-0.074425384,NA,NA,0.578947368
Does it grow on trees?,does-it-grow-on-trees,pig,no,pig:nonvisual:no:4,nonvisual,4,no,6,-1.333333333,1.632993162,-2,2,1.333333333,1.751190072,0,4,-1.833333333,0.40824829,-2,-1,0.333333333,0.516397779,0,1,-0.145687938,-1.049852531,-0.825624358,no,1,0.578947368
Is it a bird?,is-it-a-bird,pig,no,pig:nonvisual:no:2,nonvisual,2,no,5,-2,0,-2,-2,1.8,1.483239697,0,4,-1.8,0.447213595,-2,-1,0.6,0.894427191,0,2,0.580316775,-0.642009583,-0.75050446,no,1,0.578947368
Is it tropical?,is-it-tropical,pig,no,pig:nonvisual:no:1,nonvisual,1,no,9,-1.333333333,0.707106781,-2,0,0.555555556,0.726483157,0,2,-1.333333333,0.866025404,-2,0,1,1.414213562,0,4,-1.355695794,-0.030245161,0.301174103,no,1,0.578947368
Does it live in India?,does-it-live-in-india,pig,no,pig:nonvisual:no:3,nonvisual,3,no,5,-0.2,0.836660027,-1,1,1,1,0,2,-0.2,0.836660027,-1,1,1.4,1.140175425,0,3,-0.664262734,0.581519262,2.855250614,NA,NA,0.578947368
Does it grow in Hawaii?,does-it-grow-in-hawaii,pig,no,pig:nonvisual:no:5,nonvisual,5,no,5,-0.2,2.049390153,-2,2,1,1.414213562,0,3,-1.4,1.341640786,-2,1,1.8,1.483239697,0,4,-0.664262734,1.193283684,0.150934308,NA,NA,0.578947368
Does it have a core?,does-it-have-a-core,pineapple,yes,pineapple:visual:yes:5,visual,5,yes,2,1.5,0.707106781,1,2,1.5,0.707106781,1,2,0,1.414213562,-1,1,2,1.414213562,1,3,0.113599459,1.499165895,3.305969999,yes,1,0.3125
Is it yellow inside?,is-it-yellow-inside,pineapple,yes,pineapple:visual:yes:4,visual,4,yes,4,1.75,0.5,1,2,1.75,0.957427108,1,3,-1.75,0.5,-2,-1,0,0,0,0,0.502530556,-1.559656216,-0.637824614,yes,1,0.3125
Does it have an inside?,does-it-have-an-inside,pineapple,yes,pineapple:visual:yes:2,visual,2,yes,4,0.75,1.5,-1,2,1,1.154700538,0,2,-1.5,0.577350269,-2,-1,0.75,0.957427108,0,2,-0.664262734,-0.412597924,-0.074425384,NA,NA,0.3125
Does it have skin?,does-it-have-skin,pineapple,yes,pineapple:visual:yes:3,visual,3,yes,8,1.375,0.916125381,0,2,2,1.195228609,0,4,-0.875,0.991031209,-2,0,0.75,1.164964745,0,3,0.891461652,-0.412597924,1.334072692,yes,1,0.3125
Does it grow on trees?,does-it-grow-on-trees,pineapple,yes,pineapple:nonvisual:yes:3,nonvisual,3,yes,4,0.5,1.290994449,-1,2,1.25,1.258305739,0,3,-1.25,0.5,-2,-1,2.25,1.707825128,0,4,-0.275331637,1.881518658,0.488973847,NA,NA,0.3125
Is it juicy?,is-it-juicy,pineapple,yes,pineapple:nonvisual:yes:1,nonvisual,1,yes,4,1.25,0.5,1,2,2.25,1.707825128,0,4,-1.25,0.5,-2,-1,0.5,1,0,2,1.280392749,-0.794950688,0.488973847,yes,1,0.3125
Is it prickly?,is-it-prickly,pineapple,yes,pineapple:nonvisual:yes:5,nonvisual,5,yes,4,0.5,1.732050808,-2,2,1.25,0.957427108,0,2,-1.75,0.5,-2,-1,0.5,0.577350269,0,1,-0.275331637,-0.794950688,-0.637824614,NA,NA,0.3125
Is it tropical?,is-it-tropical,pineapple,yes,pineapple:nonvisual:yes:2,nonvisual,2,yes,6,1.833333333,0.40824829,1,2,1.333333333,2.065591118,0,4,-1.666666667,0.516397779,-2,-1,1.666666667,1.366260102,0,4,-0.145687938,0.98936221,-0.450024871,yes,1,0.3125
Does it grow in Hawaii?,does-it-grow-in-hawaii,pineapple,yes,pineapple:nonvisual:yes:4,nonvisual,4,yes,6,1.833333333,0.40824829,1,2,1.5,1.378404875,0,3,-1.666666667,0.516397779,-2,-1,1.166666667,0.98319208,0,2,0.113599459,0.224656682,-0.450024871,yes,1,0.3125
Does it have a tail?,does-it-have-a-tail,pineapple,no,pineapple:visual:no:5,visual,5,no,4,-2,0,-2,-2,1.25,0.957427108,0,2,-2,0,-2,-2,0.25,0.5,0,1,-0.275331637,-1.177303452,-1.201223845,no,1,0.3125
Does it have a seat?,does-it-have-a-seat,pineapple,no,pineapple:visual:no:2,visual,2,no,5,-1.8,0.447213595,-2,-1,1.4,1.140175425,0,3,-1.8,0.447213595,-2,-1,1.2,1.643167673,0,3,-0.041972979,0.27563705,-0.75050446,no,1,0.3125
Does it have legs?,does-it-have-legs,pineapple,no,pineapple:visual:no:1,visual,1,no,4,-2,0,-2,-2,1,1.414213562,0,3,-1.5,1,-2,0,0.25,0.5,0,1,-0.664262734,-1.177303452,-0.074425384,no,1,0.3125
Does it have legs?,does-it-have-legs,pineapple,no,pineapple:visual:no:1,visual,4,no,4,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0,0,0,0,-2.21998712,-1.559656216,-1.201223845,no,1,0.3125
Does it have legs?,does-it-have-legs,pineapple,no,pineapple:visual:no:4,visual,1,no,4,-2,0,-2,-2,1,1.414213562,0,3,-1.5,1,-2,0,0.25,0.5,0,1,-0.664262734,-1.177303452,-0.074425384,no,1,0.3125
Does it have legs?,does-it-have-legs,pineapple,no,pineapple:visual:no:4,visual,4,no,4,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0,0,0,0,-2.21998712,-1.559656216,-1.201223845,no,1,0.3125
Does it have whiskers?,does-it-have-whiskers,pineapple,no,pineapple:visual:no:3,visual,3,no,6,-2,0,-2,-2,1.5,1.643167673,0,4,-1.666666667,0.516397779,-2,-1,0.666666667,1.632993162,0,4,0.113599459,-0.540048846,-0.450024871,no,1,0.3125
Is it an animal?,is-it-an-animal,pineapple,no,pineapple:nonvisual:no:1,nonvisual,1,no,6,-2,0,-2,-2,1.333333333,1.751190072,0,4,-1.833333333,0.40824829,-2,-1,0.333333333,0.816496581,0,2,-0.145687938,-1.049852531,-0.825624358,no,1,0.3125
Is it a pet?,is-it-a-pet,pineapple,no,pineapple:nonvisual:no:5,nonvisual,5,no,7,-1.428571429,0.975900073,-2,0,1.428571429,1.902379462,0,4,-1.714285714,0.755928946,-2,0,0.857142857,1.573591585,0,4,0.002476289,-0.248732454,-0.55733901,no,1,0.3125
Is it used for racing?,is-it-used-for-racing,pineapple,no,pineapple:nonvisual:no:4,nonvisual,4,no,3,-2,0,-2,-2,2,1.732050808,0,3,-2,0,-2,-2,0.666666667,0.577350269,0,1,0.891461652,-0.540048846,-1.201223845,no,1,0.3125
Is it a carnivore?,is-it-a-carnivore,pineapple,no,pineapple:nonvisual:no:3,nonvisual,3,no,4,-2,0,-2,-2,1.25,1.892969449,0,4,-1.75,0.5,-2,-1,0.25,0.5,0,1,-0.275331637,-1.177303452,-0.637824614,no,1,0.3125
Is it clothing?,is-it-clothing,pineapple,no,pineapple:nonvisual:no:2,nonvisual,2,no,3,-2,0,-2,-2,1,1,0,2,-2,0,-2,-2,1,1.732050808,0,3,-0.664262734,-0.030245161,-1.201223845,no,1,0.3125
Does it have a tail?,does-it-have-a-tail,rabbit,yes,rabbit:visual:yes:4,visual,4,yes,8,1.625,0.51754917,1,2,1.625,1.407885953,0,4,-1.625,0.51754917,-2,-1,0.875,0.640869944,0,2,0.308065007,-0.221421542,-0.356124999,yes,1,0.666666667
Does it have feet?,does-it-have-feet,rabbit,yes,rabbit:visual:yes:2,visual,2,yes,6,2,0,2,2,1.666666667,1.505545305,0,4,-1.666666667,0.516397779,-2,-1,0.5,0.547722558,0,1,0.372886857,-0.794950688,-0.450024871,yes,1,0.666666667
Does it have whiskers?,does-it-have-whiskers,rabbit,yes,rabbit:visual:yes:3,visual,3,yes,6,1,1.673320053,-2,2,2.333333333,1.032795559,1,3,-0.833333333,1.169045194,-2,1,0.166666667,0.40824829,0,1,1.410036447,-1.304754373,1.427972564,yes,1,0.666666667
Does it have ears?,does-it-have-ears,rabbit,yes,rabbit:visual:yes:1,visual,1,yes,4,2,0,2,2,2,1.632993162,0,4,-1.75,0.5,-2,-1,0.5,1,0,2,0.891461652,-0.794950688,-0.637824614,yes,1,0.666666667
Is it a pet?,is-it-a-pet,rabbit,yes,rabbit:nonvisual:yes:2,nonvisual,2,yes,5,0.2,0.447213595,0,1,1.2,1.303840481,0,3,-1.8,0.447213595,-2,-1,0.2,0.447213595,0,1,-0.353117857,-1.253774005,-0.75050446,yes,1,0.666666667
Is it hunted by people?,is-it-hunted-by-people,rabbit,yes,rabbit:nonvisual:yes:4,nonvisual,4,yes,4,0.5,1.290994449,-1,2,1.5,1.290994449,0,3,-0.75,1.258305739,-2,1,1,1.154700538,0,2,0.113599459,-0.030245161,1.615772308,NA,NA,0.666666667
Does it hop?,does-it-hop,rabbit,yes,rabbit:nonvisual:yes:1,nonvisual,1,yes,5,2,0,2,2,2,1.58113883,0,4,-1.8,0.447213595,-2,-1,1,1.224744871,0,3,0.891461652,-0.030245161,-0.75050446,yes,1,0.666666667
Does it make noises?,does-it-make-noises,rabbit,yes,rabbit:nonvisual:yes:6,nonvisual,2,no,6,1.166666667,1.169045194,-1,2,1,0.894427191,0,2,-0.833333333,1.169045194,-2,1,1.833333333,1.722401424,0,4,-0.664262734,1.244264052,1.427972564,yes,0,0.666666667
Is it edible?,is-it-edible,rabbit,yes,rabbit:nonvisual:yes:3,nonvisual,3,yes,5,1.4,0.894427191,0,2,0.2,0.447213595,0,1,-1.4,0.547722558,-2,-1,0.8,1.303840481,0,3,-1.908842242,-0.336127372,0.150934308,yes,1,0.666666667
Does it eat carrots?,does-it-eat-carrots,rabbit,yes,rabbit:nonvisual:yes:5,nonvisual,5,yes,7,1.857142857,0.377964473,1,2,1.857142857,1.463850109,0,4,-1.571428571,0.786795792,-2,0,2.142857143,1.345185418,1,4,0.669215311,1.717653188,-0.235396592,yes,1,0.666666667
Is it made of metal?,is-it-made-of-metal,rabbit,no,rabbit:visual:no:2,visual,2,no,4,-2,0,-2,-2,1.25,0.957427108,0,2,-1.5,0.577350269,-2,-1,0.75,0.957427108,0,2,-0.275331637,-0.412597924,-0.074425384,no,1,0.666666667
Does it have a seat?,does-it-have-a-seat,rabbit,no,rabbit:visual:no:3,visual,3,no,5,-1.4,1.341640786,-2,1,0.2,0.447213595,0,1,-2,0,-2,-2,0,0,0,0,-1.908842242,-1.559656216,-1.201223845,no,1,0.666666667
Does it have spots?,does-it-have-spots,rabbit,no,rabbit:visual:no:1,visual,1,no,4,-0.5,1,-2,0,2,0.816496581,1,3,-1.75,0.5,-2,-1,1.25,0.5,1,2,0.891461652,0.352107603,-0.637824614,NA,NA,0.666666667
Is it flat?,is-it-flat,rabbit,no,rabbit:visual:no:4,visual,4,no,6,-2,0,-2,-2,0.666666667,0.816496581,0,2,-1.666666667,0.516397779,-2,-1,0.5,0.836660027,0,2,-1.182837529,-0.794950688,-0.450024871,no,1,0.666666667
Is it a fruit?,is-it-a-fruit,rabbit,no,rabbit:nonvisual:no:5,nonvisual,5,no,5,-2,0,-2,-2,0.4,0.547722558,0,1,-2,0,-2,-2,1,1.732050808,0,4,-1.597697365,-0.030245161,-1.201223845,no,1,0.666666667
Is it used for making jam?,is-it-used-for-making-jam,rabbit,no,rabbit:nonvisual:no:4,nonvisual,4,no,4,-1.75,0.5,-2,-1,0.5,0.577350269,0,1,-1.75,0.5,-2,-1,1,1.414213562,0,3,-1.442124927,-0.030245161,-0.637824614,no,1,0.666666667
Does it live in zoos?,does-it-live-in-zoos,rabbit,no,rabbit:nonvisual:no:1,nonvisual,1,no,9,-0.666666667,0.866025404,-2,1,1.222222222,1.201850425,0,3,-0.666666667,1.118033989,-2,1,1.222222222,1.481365736,0,4,-0.318546204,0.309623963,1.803572051,no,1,0.666666667
Does it roar?,does-it-roar,rabbit,no,rabbit:nonvisual:no:3,nonvisual,3,no,6,-1.5,1.224744871,-2,1,1.166666667,1.602081979,0,4,-1.5,1.224744871,-2,1,0.833333333,1.329160136,0,3,-0.404975336,-0.285147003,-0.074425384,no,1,0.666666667
Does it have a tail?,does-it-have-a-tail,raccoon,yes,raccoon:visual:yes:2,visual,2,yes,5,2,0,2,2,1.2,1.095445115,0,3,-1.8,0.447213595,-2,-1,0.4,0.894427191,0,2,-0.353117857,-0.947891794,-0.75050446,yes,1,0.545454545
Does it have eyes?,does-it-have-eyes,raccoon,yes,raccoon:visual:yes:3,visual,3,yes,5,2,0,2,2,1.2,1.303840481,0,3,-1.8,0.447213595,-2,-1,0.8,1.303840481,0,3,-0.353117857,-0.336127372,-0.75050446,yes,1,0.545454545
Does it have stripes?,does-it-have-stripes,raccoon,yes,raccoon:visual:yes:4,visual,4,yes,6,0.166666667,1.471960144,-2,2,1.666666667,1.366260102,0,4,-0.666666667,1.211060142,-2,1,1,0.894427191,0,2,0.372886857,-0.030245161,1.803572051,NA,NA,0.545454545
Does it have a mask?,does-it-have-a-mask,raccoon,yes,raccoon:visual:yes:5,visual,5,yes,5,1.2,0.447213595,1,2,2.4,1.140175425,1,4,-1,0.707106781,-2,0,2.2,1.303840481,1,4,1.513751406,1.805048106,1.052373077,yes,1,0.545454545
Is it nocturnal?,is-it-nocturnal,raccoon,yes,raccoon:nonvisual:yes:3,nonvisual,3,yes,5,1.2,1.095445115,0,2,1.6,1.341640786,0,3,-0.8,1.303840481,-2,1,2,1.414213562,0,4,0.269171898,1.499165895,1.503092461,yes,1,0.545454545
Is it furry?,is-it-furry,raccoon,yes,raccoon:nonvisual:yes:2,nonvisual,2,yes,5,1.6,0.547722558,1,2,1.8,0.836660027,1,3,-1.6,0.894427191,-2,0,1.6,1.140175425,0,3,0.580316775,0.887401473,-0.299785076,yes,1,0.545454545
